N,P,K,temperature,humidity,ph,rainfall,label
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana
1,26,31,25.74155290268071,95.13632174086095,5.493441158443557,197.47767581835282,coconut
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,blackgram
98,26,52,27.33897716,90.69759008,6.150090898999999,28.69113835,muskmelon
25,124,207,22.35295603987715,93.30896919268895,5.584368743469384,105.21549192902313,apple
99,19,50,24.069655395774976,82.60890560332479,6.277533979611545,58.003756072715646,watermelon
55,66,51,35.23825198298213,90.82213206364062,6.676817904988638,135.86189820441686,papaya
115,31,30,24.22984659,67.37768353,6.840927967000001,122.4073418,coffee
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana
14,46,21,28.706881530034142,85.45691885885775,7.051632918098597,53.347740880302005,mungbean
40,65,53,35.20285843327037,89.65019144923579,6.614825126535507,243.94548221747502,papaya
3,68,23,28.198856738025025,63.32773829471543,7.417430269273838,43.90803072139998,lentil
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange
28,123,198,23.330228965464343,90.30223971912216,6.515590494764895,118.71676779126224,apple
27,59,22,21.85707073756786,22.899661085276264,5.714188740708841,132.13278849365958,kidneybeans
2,124,202,22.449008451490105,88.5173517620442,5.740511601698914,125.55858375423426,apple
35,64,15,28.6577416251192,62.98629423962777,6.706655792606017,69.99106336975754,blackgram
58,58,50,42.299947579210446,94.79397356985815,6.89798271491708,163.82196142150624,papaya
25,40,21,28.292490670165407,81.82141847053558,6.3038038323137675,43.422449348976265,mungbean
2,75,22,24.395637351327423,62.8294863972974,6.621618699093006,51.58031125624441,lentil
40,72,78,16.848729960328942,17.08775322248241,7.6672002597685935,88.99613254875099,chickpea
49,47,52,22.982791935364478,92.71142998298379,6.665595373134344,206.56902060964023,papaya
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram
38,61,21,30.585909447161164,67.12667918632295,4.707676525344769,130.63493737853597,pigeonpeas
82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,jute
29,141,202,23.144088809890246,96.61798926770619,6.267920137631639,117.24324095868113,apple
62,62,17,22.744876690887022,58.02770328105779,6.655447776286229,102.3364940016116,maize
20,71,15,36.00323228995629,56.34022964954102,7.247067757289954,132.3702823271075,pigeonpeas
91,80,52,27.39227528148543,77.8433792249888,6.242435948491455,104.60543220504015,banana
10,44,25,31.55080939998411,43.504517688366164,8.183469572646167,58.12769749686934,mothbeans
75,41,38,20.221891141731234,82.76433639822739,7.580323825637685,237.81298979670075,rice
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
39,130,207,34.54958890087671,82.11462552314242,5.776398169877794,71.73369815936795,grapes
37,21,35,19.91903304992291,89.1343713063455,5.86961002397015,112.01847605609828,pomegranate
38,60,26,31.74820904555096,66.23104415540365,7.527768418862291,63.457169622602756,blackgram
59,62,83,18.57665902,19.22008229,8.104396057999999,72.94940441,chickpea
118,50,18,24.14377512154859,78.12006784318362,8.024506314021043,81.30735285937264,cotton
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
91,7,52,25.212046498444476,84.30061893751909,6.341283111358722,56.05093489119611,watermelon
9,16,36,23.77989026,92.93386903,5.893332377999999,106.977723,pomegranate
20,19,36,35.184109108052745,51.080717457866754,6.124329370929669,95.06530266804539,mango
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana
76,38,37,26.18295112128978,78.60715366658263,7.5581613170689055,249.7797061872908,rice
31,26,39,25.483845081454398,92.07495088415104,6.42476775182781,112.49263830863933,pomegranate
35,151,195,21.45997670442785,95.06058405777432,6.257027445148322,108.28562227033947,apple
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut
3,18,30,31.72208889030362,48.22726558033845,6.44889620528197,92.53579631222732,mango
5,60,15,19.248032815472246,20.24947733513112,6.009858982914751,133.30537701342905,kidneybeans
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya
25,39,21,28.93121149068366,82.48401810913627,6.380765737672708,46.13732268199133,mungbean
98,8,51,27.12729453965675,88.76260174658555,6.168279105625929,49.73670178031826,watermelon
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,mango
98,8,51,24.562223597348588,88.50374592645008,6.164962062637522,49.64138727731957,watermelon
24,44,17,29.358619426704998,78.94176232869928,6.891798774737781,51.42414458524592,mungbean
82,18,48,29.09588297,94.16748386,6.1590508160000015,26.70581328,muskmelon
6,17,38,19.687558225625992,88.73564704048337,6.004974701014582,107.83193697349942,pomegranate
94,50,36,26.105198565169424,77.59524674691936,7.047103410730578,216.3373987008766,rice
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya
84,36,32,26.51774471654667,54.23102501971759,6.907972983239082,132.683267206858,coffee
35,64,47,32.26092119139817,89.74038669996344,7.114494648659762,49.04304167078268,papaya
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice
27,71,17,28.66100208082193,56.9532787444957,6.242103057231224,120.05890479203508,pigeonpeas
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango
5,23,15,25.66901098,92.04670813,7.408939392000001,112.5424199,orange
20,19,34,34.41876119050483,50.79877672235753,6.130157556634152,98.57877014953475,mango
37,49,25,29.94275033172702,86.47523681453141,6.526346292283441,41.72262949650396,mungbean
97,22,47,29.18143767555247,94.94650980420666,6.331003315493384,28.72672486419147,muskmelon
6,142,196,26.62022445337571,81.63632518450846,6.153815568527585,69.02771977378653,grapes
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes
60,62,83,18.738538267883623,18.604942156090264,7.8850465971771255,93.50762524447546,chickpea
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil
40,49,47,42.93368602,91.1756748,6.501521192,246.36132680000003,papaya
23,138,204,39.92333564041243,81.4794296543719,6.050430816477089,67.17476672744458,grapes
51,74,74,18.8615547406329,14.724812449368063,7.176321792826381,82.00264418878804,chickpea
34,70,15,21.457052037511218,62.43654547350188,7.686912795503615,53.12513358856272,lentil
35,60,24,28.48967930945132,85.05415845666126,6.925844678068659,56.200250005564676,mungbean
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize
7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,apple
23,61,19,16.294841557601835,20.391249968087227,5.4678119970652554,103.40205329490111,kidneybeans
112,54,15,25.46228792,81.56641891,6.1754923060000015,76.88582484,cotton
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice
20,8,13,25.801244049925593,98.33479821117069,7.302036130006106,114.62013916720228,orange
109,21,54,28.24304267412855,92.16300973721822,6.804323627327766,21.853421944536294,muskmelon
40,16,37,33.11547157884253,48.67159818160336,6.563520261940398,85.4776243049104,mango
9,80,18,21.0523846079255,18.3079772899415,5.881471535981949,120.96857585885974,kidneybeans
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram
35,43,25,27.98081903995344,43.50288696956522,3.521627818375018,41.63315528004579,mothbeans
18,74,15,25.011807408829704,22.090597397278046,5.553621250092332,150.24778550130338,kidneybeans
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
100,40,32,24.565824687142126,69.96684210206864,7.011959837300985,164.6401905208255,coffee
12,65,20,28.22376367187714,65.19466617076311,7.272622141138879,43.52246196785729,lentil
108,45,20,23.35948482834637,81.02368705744136,6.249188939486486,82.45606528874524,cotton
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans
38,137,200,21.88869213538594,80.4111750227228,6.586468556522832,69.73470783498315,grapes
50,75,18,26.996201867130843,65.86031674719212,7.508503030818806,60.16546441566481,blackgram
39,137,209,20.650283589519773,85.25278337931181,6.593204108441593,77.34782627451251,grapes
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize
34,47,19,26.39188746518234,87.07898067689904,6.518311126558522,53.03428783914363,mungbean
91,20,26,25.910624189491134,55.48145240549075,7.423279499465647,195.86778049133144,coffee
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans
109,26,45,28.27973674,90.38971208,6.224535448999998,21.58992507,muskmelon
59,59,84,18.756580573548263,19.1845323989402,7.858618269122069,94.76483494876365,chickpea
31,55,23,31.79233749677026,34.87207001974746,5.667519775334404,178.3873599581624,pigeonpeas
19,15,34,26.396121510106187,96.50078570059947,5.8674065012827965,214.1816612509696,coconut
11,77,22,24.532800123538873,23.835965602903,5.82887710277342,111.27331783140185,kidneybeans
84,95,46,25.94333468342415,76.99153108369207,6.278921889992694,113.5774451724659,banana
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,coffee
69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice
14,56,15,27.423990288123903,54.33344032527744,7.738312947511991,74.89381002374513,mothbeans
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean
78,60,19,22.75766053826858,56.876385176776935,5.810056918404188,102.70893375588219,maize
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
117,5,55,29.61652290414652,95.11613660144776,5.965975430340938,27.077969689441776,muskmelon
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,orange
9,8,15,14.650176132235751,93.87787156140793,8.200558285119202,108.90204750712108,orange
13,74,19,29.73826805157212,34.84436840180863,6.845109922823591,176.52596324589578,pigeonpeas
94,74,45,26.224696133614998,80.59159708645623,5.564829436970629,114.49299924372,banana
16,8,9,24.76020594660391,89.24647868125828,7.922065844369122,110.8914815316818,orange
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,orange
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes
38,24,32,29.086217096078357,99.71629353836677,6.139421706940869,136.81152509951923,coconut
70,49,53,38.67685751886869,91.30340824455085,7.010866281989177,172.4726798228251,papaya
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
39,70,54,26.302252763918865,93.01886218133089,6.965442503019659,240.06512712423955,papaya
26,68,23,28.29441047748923,63.74438056099608,7.491458296901841,38.21088854202224,lentil
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
116,79,46,26.036482815998863,81.1951504576922,5.430177800914435,103.00972618642594,banana
14,61,15,21.008498111213644,22.08535975184218,5.925352447880233,149.50753255223796,kidneybeans
93,82,51,28.5348722295179,78.11824268688468,5.841206402260107,102.58083888548165,banana
125,58,17,23.917321358371634,84.78403449403909,6.802396660257331,79.13881888689131,cotton
20,27,41,20.074817342734026,93.37068356119092,5.74589132579826,111.98105137849768,pomegranate
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,apple
61,42,21,22.530866036947636,72.14604420273801,5.885318151469972,65.44662192843515,maize
8,6,33,28.27804288,93.64761266,6.095261012999999,171.9457959,coconut
117,86,48,28.6956201,82.54195839,6.225225238999999,116.1616839,banana
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
88,87,55,26.30229512592237,74.74505461943474,6.258319496598287,93.13354586595251,banana
89,53,37,24.824159803726722,84.25790383515736,6.79865193080812,233.59967818260563,rice
106,46,18,23.5013507338804,77.32580912879419,7.176872464358199,89.20514888792115,cotton
107,12,46,29.57240298,93.61870344,6.559763394,27.56918621,muskmelon
7,17,9,18.0775617383356,94.72232627417473,7.928616841888825,113.83508425743689,orange
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya
21,17,15,23.98289638,91.5473145,7.455991072000001,118.4901697,orange
37,131,198,25.35231720993585,82.69781675931006,6.020136436373986,69.35983931477641,grapes
96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,muskmelon
97,16,29,23.427304318945815,65.46650333344606,6.457832083601277,185.41471552868725,coffee
85,9,45,26.056221006562044,86.55429801428319,6.10006871790345,46.794253578705344,watermelon
26,34,31,34.34483270113594,51.640923974682934,5.422921605435243,98.39083906969903,mango
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
41,67,79,18.514039505038678,15.534147757731171,7.178479493662746,80.63700145357409,chickpea
27,146,207,9.401464509740585,82.28765405012729,5.771336703484485,66.16466383053225,grapes
24,59,19,21.310626717372823,24.164094895648898,6.076366115160279,134.80394138088323,kidneybeans
39,59,20,28.919966756230124,44.26780373106122,6.130523717928585,164.8178661513248,pigeonpeas
26,18,42,19.72620525,89.64934166,6.910374919,108.22872759999998,pomegranate
41,75,20,18.625423211141772,20.56945355099808,5.7496605876368925,79.69680584913704,kidneybeans
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram
68,40,19,26.745527918646893,65.68297775642974,6.666532558347772,106.33004880197274,maize
11,71,24,21.14011423,22.7182355,5.6066203460000015,141.6056722,kidneybeans
60,41,34,24.798598074796363,79.6071533363742,6.801043067069507,188.53097464252554,jute
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
33,14,36,26.105073449616732,92.5882316176456,5.839781887716789,152.89991382010115,coconut
20,46,17,28.41094422340484,84.46267718759549,6.932881943673291,36.86199730423092,mungbean
104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,muskmelon
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,lentil
91,47,41,24.62584762251247,82.2240405384667,7.484203414825945,247.71693633472012,rice
86,98,51,26.27060106832108,77.85278806239245,5.378114406190207,107.56662569480761,banana
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
30,36,28,27.934896960629622,53.475600877958776,6.940963995615361,91.45820960198704,mango
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans
82,13,53,27.247928121819772,93.75935792209023,6.577085263421507,26.95177632966755,muskmelon
11,44,18,26.607473231114206,55.306719483595245,7.708518803244941,35.94966884952002,mothbeans
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas
119,44,15,22.14593688,82.85975490000001,7.091992365,60.65381719,cotton
35,57,25,26.353932445849058,42.8284304530012,8.479904243860735,70.1820668281593,mothbeans
23,6,33,29.461038523990656,91.32256222411036,6.115090072672768,202.95314472513647,coconut
125,43,16,24.894360296896824,78.93680367562466,6.637146485682018,78.29591244735366,cotton
115,55,15,26.04395239369256,75.33391066199209,7.216746045219737,89.07625397655116,cotton
30,76,25,20.3119790027708,56.876777249132985,6.025065300464889,198.58292053356917,pigeonpeas
11,14,5,10.994286245830214,94.15139301654816,7.126697507700132,114.18105905951711,orange
29,120,200,21.084902962354906,90.54921886161686,5.75424441027388,103.66784329761919,apple
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
54,77,22,32.14378110329353,65.25097428791858,7.853475241429016,64.68865732368991,blackgram
54,78,22,33.4058084814531,62.0540912664037,6.476384420596176,63.63970716316888,blackgram
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
39,5,32,25.9624704052371,97.63385211863613,6.021597831839254,143.38275185036792,coconut
39,60,15,29.63047792171668,85.22712432194695,6.906237889817316,42.35800311734067,mungbean
24,27,43,18.766402715921107,93.91323547288732,6.963255821211444,107.41889931470108,pomegranate
38,71,21,30.461757165576262,63.89392364515085,5.510453541242396,191.12372008782,pigeonpeas
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice
